Order ID,Order Date,Ship Date,Ship Mode,Segment,Region,City,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin
CA-2023-01340,2023-02-19,2023-02-24,First Class,Corporate,West,San Francisco,Technology,Technology,Canon imageCLASS Copier,1503.03,3,0,287.25,19.11
CA-2023-01341,2023-02-22,2023-02-23,Standard Class,Corporate,Central,Indianapolis,Technology,Technology,Canon imageCLASS Copier,287.47,1,0.1,37.83,13.16
CA-2023-01342,2023-02-23,2023-03-01,First Class,Home Office,East,Washington DC,Office Supplies,Office Supplies,Avery Binders,93.83,1,0.3,26.49,28.23
CA-2023-01343,2023-02-17,2023-02-23,Second Class,Corporate,Central,Dallas,Furniture,Furniture,Eldon Fold N Roll Cart,2118.6,10,0,104.07,4.91
CA-2023-01344,2023-02-12,2023-02-18,Same Day,Consumer,East,Philadelphia,Office Supplies,Office Supplies,Avery Binders,644.91,7,0.1,101.82,15.79
CA-2023-01345,2023-02-04,2023-02-11,Standard Class,Home Office,East,New York,Technology,Technology,Cisco TelePresence System,20567.1,10,0,2774.8,13.49
CA-2023-01346,2023-02-15,2023-02-18,First Class,Consumer,Central,Chicago,Office Supplies,Office Supplies,Avery Binders,709.8,5,0,120.64,17.0
CA-2023-01347,2023-02-04,2023-02-11,First Class,Consumer,East,Philadelphia,Furniture,Furniture,Eldon Fold N Roll Cart,90.83,1,0.3,4.64,5.11
CA-2023-01348,2023-02-24,2023-02-25,Same Day,Corporate,East,Washington DC,Office Supplies,Office Supplies,Acco Binder,1472.46,6,0.1,274.72,18.66
CA-2023-01349,2023-02-26,2023-03-02,Standard Class,Consumer,West,Phoenix,Office Supplies,Office Supplies,Eldon Stackable Letterbox,115.05,3,0,33.28,28.93
CA-2023-01350,2023-02-22,2023-02-26,Second Class,Consumer,East,Baltimore,Furniture,Furniture,Lesro Sheffield Chair,2294.04,3,0.2,234.76,10.23
CA-2023-01351,2023-02-15,2023-02-16,Second Class,Home Office,East,Washington DC,Technology,Technology,HP LaserJet Pro,1791.2,2,0.3,271.23,15.14
CA-2023-01352,2023-02-04,2023-02-08,Second Class,Corporate,South,Atlanta,Furniture,Furniture,Lesro Sheffield Chair,2479.04,4,0.3,230.79,9.31
CA-2023-01353,2023-02-02,2023-02-03,Standard Class,Consumer,South,Charlotte,Office Supplies,Office Supplies,Fiskars Scissors,462.42,3,0.1,112.76,24.38
CA-2023-01354,2023-02-02,2023-02-07,Same Day,Consumer,Central,Minneapolis,Technology,Technology,Plantronics Savi W720,6875.64,4,0,1085.41,15.79
CA-2023-01355,2023-02-15,2023-02-18,Same Day,Consumer,East,Baltimore,Furniture,Furniture,Chromcraft Bull-Nose Table,2356.7,2,0,234.77,9.96
CA-2023-01356,2023-02-26,2023-03-03,Same Day,Consumer,East,Baltimore,Furniture,Furniture,Eldon Fold N Roll Cart,7940.4,10,0.2,883.04,11.12
CA-2023-01357,2023-02-28,2023-03-04,First Class,Home Office,South,Atlanta,Office Supplies,Office Supplies,Avery Binders,1021.44,6,0.1,279.83,27.4
CA-2023-01358,2023-02-01,2023-02-04,First Class,Home Office,Central,Chicago,Technology,Technology,Apple Smart Phone Full Size,15091.02,6,0,3266.35,21.64
CA-2023-01359,2023-02-05,2023-02-12,Same Day,Consumer,Central,Chicago,Office Supplies,Office Supplies,Eldon Stackable Letterbox,255.85,7,0,69.63,27.22
CA-2023-01360,2023-03-25,2023-03-29,Same Day,Consumer,East,Boston,Office Supplies,Office Supplies,GBC DocuBind P400,278.35,1,0.2,88.37,31.75
CA-2023-01361,2023-03-16,2023-03-17,Same Day,Home Office,East,Baltimore,Office Supplies,Office Supplies,Fellowes PB500 Binder,1999.62,9,0.1,521.19,26.06
CA-2023-01362,2023-03-24,2023-03-31,Same Day,Corporate,South,Miami,Office Supplies,Office Supplies,Fellowes PB500 Binder,106.65,3,0.2,30.02,28.15
CA-2023-01363,2023-03-09,2023-03-13,Same Day,Consumer,East,Baltimore,Office Supplies,Office Supplies,Avery Binders,1747.8,6,0,420.47,24.06
CA-2023-01364,2023-03-28,2023-03-31,First Class,Home Office,East,Baltimore,Technology,Technology,Belkin USB Hub,17575.74,9,0.2,2462.17,14.01
CA-2023-01365,2023-03-17,2023-03-22,Same Day,Corporate,Central,Dallas,Office Supplies,Office Supplies,Fellowes PB500 Binder,1287.3,6,0.2,388.96,30.22
CA-2023-01366,2023-03-26,2023-03-27,Standard Class,Home Office,Central,Indianapolis,Technology,Technology,HP LaserJet Pro,4080.96,9,0,645.15,15.81
CA-2023-01367,2023-03-05,2023-03-12,First Class,Consumer,West,San Francisco,Office Supplies,Office Supplies,Acco Binder,208.73,1,0.2,43.63,20.9
CA-2023-01368,2023-03-28,2023-03-30,Standard Class,Corporate,Central,Chicago,Furniture,Furniture,Bevis Round Conference Table,4639.95,9,0.3,375.25,8.09
CA-2023-01369,2023-03-18,2023-03-19,First Class,Consumer,South,New Orleans,Furniture,Furniture,Harbour Creations Chair,912.91,1,0.1,51.35,5.62
CA-2023-01370,2023-03-25,2023-03-31,Second Class,Consumer,Central,Indianapolis,Office Supplies,Office Supplies,Avery Binders,367.12,4,0.3,68.1,18.55
CA-2023-01371,2023-03-14,2023-03-17,First Class,Consumer,South,Charlotte,Technology,Technology,Canon imageCLASS Copier,8127.72,9,0,1106.12,13.61
CA-2023-01372,2023-03-20,2023-03-21,First Class,Home Office,East,Boston,Technology,Technology,Logitech MK710 Keyboard,25529.5,10,0.2,3832.37,15.01
CA-2023-01373,2023-03-17,2023-03-18,First Class,Consumer,West,Seattle,Furniture,Furniture,Sauder Classic Bookcase,2326.41,9,0.1,194.13,8.34
CA-2023-01374,2023-03-12,2023-03-15,Standard Class,Home Office,West,San Francisco,Furniture,Furniture,Harbour Creations Chair,4577.4,4,0.1,409.51,8.95
CA-2023-01375,2023-03-20,2023-03-22,First Class,Corporate,West,Seattle,Furniture,Furniture,Lesro Sheffield Chair,844.46,1,0,55.46,6.57
CA-2023-01376,2023-03-27,2023-04-03,First Class,Consumer,East,Philadelphia,Technology,Technology,Belkin USB Hub,9694.68,6,0.1,1656.56,17.09
CA-2023-01377,2023-03-04,2023-03-06,Second Class,Home Office,South,Miami,Technology,Technology,Cisco TelePresence System,15026.76,9,0,2745.29,18.27
CA-2023-01378,2023-03-18,2023-03-25,Second Class,Home Office,South,New Orleans,Office Supplies,Office Supplies,Avery Binders,1370.18,7,0.3,463.05,33.79
CA-2023-01379,2023-03-02,2023-03-04,Same Day,Corporate,West,Seattle,Technology,Technology,Cisco TelePresence System,8702.7,5,0,1544.7,17.75
CA-2023-01380,2023-03-13,2023-03-19,Standard Class,Consumer,East,Washington DC,Furniture,Furniture,HON 5400 Series Task Chair,1358.02,2,0.2,124.01,9.13
CA-2023-01381,2023-03-04,2023-03-07,Same Day,Corporate,Central,Chicago,Technology,Technology,Belkin USB Hub,9393.55,5,0.1,1391.67,14.82
CA-2023-01382,2023-03-08,2023-03-10,Second Class,Home Office,Central,Chicago,Furniture,Furniture,Bevis Round Conference Table,6806.66,7,0,734.83,10.8
CA-2023-01383,2023-04-18,2023-04-25,Same Day,Home Office,Central,Minneapolis,Office Supplies,Office Supplies,Ibico EPK-21 Binding System,420.39,9,0.2,66.57,15.84
CA-2023-01384,2023-04-07,2023-04-11,Second Class,Corporate,East,New York,Technology,Technology,Logitech MK710 Keyboard,5004.0,9,0.2,692.55,13.84
CA-2023-01385,2023-04-15,2023-04-21,Second Class,Consumer,West,Denver,Office Supplies,Office Supplies,Rogers File Cabinet,239.22,9,0,68.02,28.43
CA-2023-01386,2023-04-05,2023-04-11,Same Day,Corporate,Central,Kansas City,Office Supplies,Office Supplies,Staple envelope,138.04,4,0,37.81,27.39
CA-2023-01387,2023-04-05,2023-04-10,Standard Class,Consumer,East,Baltimore,Furniture,Furniture,Lesro Sheffield Chair,4882.3,10,0.1,318.85,6.53
CA-2023-01388,2023-04-09,2023-04-16,Same Day,Corporate,West,San Francisco,Office Supplies,Office Supplies,Dixon Ticonderoga Pencils,267.72,6,0.1,79.4,29.66
CA-2023-01389,2023-04-06,2023-04-12,Second Class,Home Office,East,Philadelphia,Furniture,Furniture,Eldon Fold N Roll Cart,1718.1,10,0,107.29,6.24
CA-2023-01390,2023-04-28,2023-05-03,Standard Class,Consumer,West,Los Angeles,Office Supplies,Office Supplies,Ibico EPK-21 Binding System,244.73,1,0.2,65.04,26.58
CA-2023-01391,2023-04-16,2023-04-22,First Class,Home Office,East,Baltimore,Office Supplies,Office Supplies,Rogers File Cabinet,338.76,3,0.2,65.94,19.47
CA-2023-01392,2023-04-12,2023-04-17,Second Class,Home Office,West,Denver,Furniture,Furniture,O Sullivan Living Dimensions,822.2,1,0.2,88.66,10.78
CA-2023-01393,2023-04-19,2023-04-24,Second Class,Consumer,Central,Dallas,Furniture,Furniture,Sauder Classic Bookcase,2712.69,3,0,213.44,7.87
CA-2023-01394,2023-04-08,2023-04-09,Same Day,Corporate,Central,Dallas,Technology,Technology,Logitech MK710 Keyboard,6503.88,4,0.1,1295.22,19.91
CA-2023-01395,2023-04-04,2023-04-10,Second Class,Corporate,South,Houston,Office Supplies,Office Supplies,Staple envelope,1727.1,9,0.3,353.54,20.47
CA-2023-01396,2023-04-17,2023-04-20,First Class,Corporate,East,Washington DC,Technology,Technology,Cisco TelePresence System,20454.84,7,0.1,2910.52,14.23
CA-2023-01397,2023-04-17,2023-04-19,Second Class,Corporate,East,Washington DC,Office Supplies,Office Supplies,Ibico EPK-21 Binding System,430.8,8,0.3,71.26,16.54
CA-2023-01398,2023-04-22,2023-04-24,Same Day,Home Office,West,San Francisco,Technology,Technology,Cisco TelePresence System,17232.88,7,0.1,3309.15,19.2
CA-2023-01399,2023-04-01,2023-04-03,Standard Class,Home Office,East,Baltimore,Technology,Technology,HP LaserJet Pro,514.47,1,0,92.21,17.92
CA-2023-01400,2023-04-06,2023-04-11,First Class,Home Office,South,Miami,Technology,Technology,Plantronics Savi W720,13007.19,7,0,2293.95,17.64
CA-2023-01401,2023-04-28,2023-05-02,Second Class,Home Office,South,Miami,Furniture,Furniture,Chromcraft Bull-Nose Table,977.07,3,0,71.19,7.29
CA-2023-01402,2023-04-15,2023-04-20,Standard Class,Consumer,Central,Indianapolis,Technology,Technology,Logitech MK710 Keyboard,3462.0,10,0,546.38,15.78
CA-2023-01403,2023-04-20,2023-04-21,Standard Class,Home Office,West,Denver,Office Supplies,Office Supplies,Fellowes PB500 Binder,436.14,3,0,119.04,27.29
CA-2023-01404,2023-04-27,2023-04-28,Same Day,Home Office,West,San Francisco,Office Supplies,Office Supplies,Rogers File Cabinet,1113.0,7,0,249.4,22.41
CA-2023-01405,2023-04-12,2023-04-17,Standard Class,Consumer,West,Phoenix,Office Supplies,Office Supplies,Dixon Ticonderoga Pencils,338.3,10,0.1,59.8,17.68
CA-2023-01406,2023-04-01,2023-04-07,Second Class,Corporate,West,Denver,Furniture,Furniture,Global Adaptabilites Bookcase,727.35,1,0,35.95,4.94
CA-2023-01407,2023-05-09,2023-05-12,Same Day,Home Office,East,New York,Technology,Technology,Lenovo ThinkPad,12214.35,9,0,1912.33,15.66
CA-2023-01408,2023-05-16,2023-05-18,First Class,Home Office,Central,Kansas City,Furniture,Furniture,Bevis Round Conference Table,4237.14,6,0,333.47,7.87
CA-2023-01409,2023-05-24,2023-05-26,Same Day,Consumer,Central,Kansas City,Office Supplies,Office Supplies,GBC DocuBind P400,1888.16,8,0,641.69,33.98
CA-2023-01410,2023-05-06,2023-05-10,Same Day,Home Office,Central,Indianapolis,Furniture,Furniture,HON 5400 Series Task Chair,980.89,1,0.1,103.84,10.59
CA-2023-01411,2023-05-20,2023-05-21,First Class,Home Office,West,Seattle,Technology,Technology,Cisco TelePresence System,19617.15,7,0.3,3140.01,16.01
CA-2023-01412,2023-05-21,2023-05-25,Second Class,Corporate,Central,Indianapolis,Technology,Technology,Motorola Smart Phone,1444.16,8,0.2,296.13,20.51
CA-2023-01413,2023-05-20,2023-05-22,First Class,Consumer,West,Denver,Furniture,Furniture,Global Adaptabilites Bookcase,482.91,1,0,44.62,9.24
CA-2023-01414,2023-05-19,2023-05-21,First Class,Home Office,Central,Minneapolis,Furniture,Furniture,O Sullivan Living Dimensions,874.89,9,0,84.24,9.63
CA-2023-01415,2023-05-12,2023-05-19,Standard Class,Corporate,Central,Indianapolis,Office Supplies,Office Supplies,Staple envelope,358.8,5,0.1,122.93,34.26
CA-2023-01416,2023-05-03,2023-05-08,First Class,Corporate,West,Phoenix,Furniture,Furniture,Bevis Round Conference Table,2303.8,5,0.2,113.72,4.94
CA-2023-01417,2023-05-25,2023-05-28,Standard Class,Corporate,Central,Kansas City,Furniture,Furniture,Global Adaptabilites Bookcase,6747.12,8,0,753.8,11.17
CA-2023-01418,2023-05-22,2023-05-28,Standard Class,Home Office,West,Phoenix,Furniture,Furniture,Global Adaptabilites Bookcase,3904.72,4,0,285.02,7.3
CA-2023-01419,2023-05-13,2023-05-19,First Class,Corporate,Central,Minneapolis,Technology,Technology,Cisco TelePresence System,2200.08,6,0.1,468.92,21.31
CA-2023-01420,2023-05-16,2023-05-22,Second Class,Consumer,West,Denver,Technology,Technology,Apple Smart Phone Full Size,3277.4,4,0,472.62,14.42
CA-2023-01421,2023-05-05,2023-05-12,Standard Class,Corporate,West,San Francisco,Office Supplies,Office Supplies,Staple envelope,80.72,2,0.3,13.38,16.58
CA-2023-01422,2023-05-12,2023-05-17,Same Day,Corporate,Central,Indianapolis,Office Supplies,Office Supplies,Eldon Stackable Letterbox,901.44,6,0.2,312.86,34.71
CA-2023-01423,2023-05-25,2023-05-30,Standard Class,Home Office,West,Denver,Technology,Technology,Apple Smart Phone Full Size,912.96,3,0.1,182.53,19.99
CA-2023-01424,2023-05-15,2023-05-16,Second Class,Home Office,East,Washington DC,Office Supplies,Office Supplies,Fellowes PB500 Binder,1266.48,9,0,364.55,28.78
CA-2023-01425,2023-05-28,2023-05-31,First Class,Home Office,East,New York,Technology,Technology,Lenovo ThinkPad,5140.23,3,0.1,738.72,14.37
CA-2023-01426,2023-05-23,2023-05-30,Second Class,Consumer,East,Washington DC,Furniture,Furniture,O Sullivan Living Dimensions,2933.34,6,0.1,211.34,7.2
CA-2023-01427,2023-05-26,2023-05-28,Second Class,Home Office,South,Miami,Office Supplies,Office Supplies,Acco Binder,1192.5,9,0,269.72,22.62
CA-2023-01428,2023-05-05,2023-05-12,First Class,Corporate,East,New York,Technology,Technology,"Samsung Monitor 27""",15046.65,9,0.1,2280.66,15.16
CA-2023-01429,2023-05-23,2023-05-25,Same Day,Consumer,East,Baltimore,Technology,Technology,Cisco TelePresence System,764.08,1,0.3,111.12,14.54
CA-2023-01430,2023-05-18,2023-05-25,Second Class,Home Office,Central,Minneapolis,Technology,Technology,Belkin USB Hub,5654.0,5,0,911.29,16.12
CA-2023-01431,2023-05-12,2023-05-15,First Class,Corporate,East,Baltimore,Technology,Technology,Plantronics Savi W720,13854.24,9,0,2682.91,19.37
CA-2023-01432,2023-06-14,2023-06-20,Second Class,Consumer,Central,Dallas,Office Supplies,Office Supplies,Staple envelope,1736.3,10,0,555.23,31.98
CA-2023-01433,2023-06-23,2023-06-26,Same Day,Corporate,East,Philadelphia,Technology,Technology,Plantronics Savi W720,19872.4,10,0.1,2923.72,14.71
CA-2023-01434,2023-06-24,2023-06-26,Second Class,Consumer,East,Boston,Office Supplies,Office Supplies,Fellowes PB500 Binder,1412.15,5,0,409.72,29.01
CA-2023-01435,2023-06-18,2023-06-19,First Class,Consumer,East,New York,Technology,Technology,"Samsung Monitor 27""",2347.16,1,0,404.65,17.24
CA-2023-01436,2023-06-10,2023-06-12,Second Class,Consumer,Central,Chicago,Furniture,Furniture,O Sullivan Living Dimensions,3624.4,4,0,273.47,7.55
CA-2023-01437,2023-06-28,2023-07-02,Same Day,Home Office,West,Seattle,Office Supplies,Office Supplies,Staple envelope,2340.96,8,0,604.24,25.81
CA-2023-01438,2023-06-15,2023-06-21,First Class,Corporate,West,Denver,Technology,Technology,Lenovo ThinkPad,13896.9,10,0.2,2556.73,18.4
CA-2023-01439,2023-06-10,2023-06-13,Second Class,Home Office,East,Boston,Office Supplies,Office Supplies,Eldon Stackable Letterbox,571.48,7,0,120.42,21.07
CA-2023-01440,2023-06-25,2023-06-29,Second Class,Home Office,East,Washington DC,Furniture,Furniture,Chromcraft Bull-Nose Table,451.15,5,0,33.58,7.44
CA-2023-01441,2023-06-18,2023-06-22,Same Day,Corporate,Central,Indianapolis,Furniture,Furniture,O Sullivan Living Dimensions,2519.16,7,0.3,244.85,9.72
CA-2023-01442,2023-06-17,2023-06-24,First Class,Home Office,West,Los Angeles,Furniture,Furniture,Global Adaptabilites Bookcase,9844.8,10,0,933.0,9.48
CA-2023-01443,2023-06-04,2023-06-10,Second Class,Corporate,East,New York,Technology,Technology,Plantronics Savi W720,15284.24,8,0.2,2250.05,14.72
CA-2023-01444,2023-06-01,2023-06-03,Standard Class,Home Office,East,Boston,Technology,Technology,Belkin USB Hub,1908.06,2,0.1,252.83,13.25
CA-2023-01445,2023-06-11,2023-06-15,Standard Class,Corporate,West,San Francisco,Technology,Technology,Apple Smart Phone Full Size,11946.6,5,0,2029.01,16.98
CA-2023-01446,2023-06-03,2023-06-08,Standard Class,Corporate,East,Boston,Technology,Technology,HP LaserJet Pro,5340.56,8,0,1119.22,20.96
CA-2023-01447,2023-06-08,2023-06-14,Second Class,Home Office,West,San Francisco,Furniture,Furniture,Chromcraft Bull-Nose Table,303.08,1,0,29.95,9.88
CA-2023-01448,2023-06-21,2023-06-27,Same Day,Corporate,East,Philadelphia,Office Supplies,Office Supplies,Fellowes PB500 Binder,224.69,1,0,58.4,25.99
CA-2023-01449,2023-06-28,2023-07-04,Standard Class,Corporate,Central,Dallas,Technology,Technology,Canon imageCLASS Copier,11695.32,4,0.1,1679.41,14.36
CA-2023-01450,2023-06-26,2023-06-28,Second Class,Corporate,West,Seattle,Furniture,Furniture,O Sullivan Living Dimensions,1165.1,1,0.3,100.77,8.65
CA-2023-01451,2023-06-03,2023-06-09,Standard Class,Consumer,East,New York,Technology,Technology,"Samsung Monitor 27""",11145.0,10,0.3,2418.08,21.7
CA-2023-01452,2023-06-05,2023-06-09,Same Day,Corporate,East,Boston,Office Supplies,Office Supplies,GBC DocuBind P400,393.76,4,0.3,103.04,26.17
CA-2023-01453,2023-06-24,2023-06-26,First Class,Home Office,Central,Chicago,Office Supplies,Office Supplies,Staple envelope,1350.55,5,0.1,333.67,24.71
CA-2023-01454,2023-06-18,2023-06-21,Second Class,Home Office,East,Washington DC,Technology,Technology,Motorola Smart Phone,13424.1,6,0.2,1980.49,14.75
CA-2023-01455,2023-06-18,2023-06-21,Second Class,Home Office,West,San Francisco,Furniture,Furniture,Bush Advantage Collection Desk,646.48,8,0.1,58.86,9.1
CA-2023-01456,2023-06-08,2023-06-11,Same Day,Consumer,South,Charlotte,Office Supplies,Office Supplies,Fiskars Scissors,398.4,2,0.1,102.7,25.78
CA-2023-01457,2023-06-14,2023-06-20,Second Class,Consumer,Central,Dallas,Furniture,Furniture,Harbour Creations Chair,1222.32,6,0,100.05,8.19
CA-2023-01458,2023-06-07,2023-06-08,First Class,Corporate,West,Los Angeles,Technology,Technology,"Samsung Monitor 27""",1777.38,1,0.3,361.93,20.36
CA-2023-01459,2023-07-07,2023-07-13,Standard Class,Home Office,East,Baltimore,Office Supplies,Office Supplies,Ibico EPK-21 Binding System,2231.04,8,0.1,705.94,31.64
CA-2023-01460,2023-07-27,2023-08-01,Second Class,Consumer,East,Washington DC,Office Supplies,Office Supplies,Ibico EPK-21 Binding System,805.3,5,0,239.06,29.69
CA-2023-01461,2023-07-18,2023-07-22,Second Class,Home Office,South,Houston,Technology,Technology,Apple Smart Phone Full Size,2801.56,4,0.2,520.22,18.57
CA-2023-01462,2023-07-25,2023-07-31,Standard Class,Corporate,East,Baltimore,Furniture,Furniture,Eldon Fold N Roll Cart,4809.2,10,0.3,368.85,7.67
CA-2023-01463,2023-07-11,2023-07-17,First Class,Corporate,West,San Francisco,Furniture,Furniture,Bevis Round Conference Table,2033.91,3,0,178.97,8.8
CA-2023-01464,2023-07-27,2023-08-02,First Class,Corporate,South,New Orleans,Office Supplies,Office Supplies,Dixon Ticonderoga Pencils,1106.88,6,0,290.7,26.26
CA-2023-01465,2023-07-01,2023-07-07,First Class,Consumer,East,Washington DC,Furniture,Furniture,O Sullivan Living Dimensions,1180.91,1,0.2,103.52,8.77
CA-2023-01466,2023-07-01,2023-07-08,Second Class,Home Office,West,San Francisco,Technology,Technology,Logitech MK710 Keyboard,13847.35,5,0.2,2369.66,17.11
CA-2023-01467,2023-07-09,2023-07-12,Same Day,Consumer,West,Phoenix,Technology,Technology,Motorola Smart Phone,8620.9,10,0,1255.41,14.56
CA-2023-01468,2023-07-26,2023-07-30,Standard Class,Home Office,East,Boston,Office Supplies,Office Supplies,Staple envelope,447.12,3,0.3,147.46,32.98
CA-2023-01469,2023-07-13,2023-07-14,Standard Class,Corporate,East,Philadelphia,Technology,Technology,Lenovo ThinkPad,2777.33,1,0.1,426.15,15.34
CA-2023-01470,2023-07-01,2023-07-07,Second Class,Home Office,South,Miami,Office Supplies,Office Supplies,Fiskars Scissors,146.79,7,0,37.41,25.49
CA-2023-01471,2023-07-15,2023-07-22,Same Day,Corporate,East,Boston,Technology,Technology,HP LaserJet Pro,17894.8,10,0.1,2308.58,12.9
CA-2023-01472,2023-07-24,2023-07-25,Second Class,Corporate,West,Seattle,Technology,Technology,Lenovo ThinkPad,11589.3,9,0.2,1489.32,12.85
CA-2023-01473,2023-07-13,2023-07-19,Second Class,Home Office,Central,Kansas City,Furniture,Furniture,Chromcraft Bull-Nose Table,2996.3,10,0.3,267.51,8.93
CA-2023-01474,2023-07-22,2023-07-27,Second Class,Corporate,West,Seattle,Office Supplies,Office Supplies,Staple envelope,76.4,2,0,17.78,23.27
CA-2023-01475,2023-07-06,2023-07-09,Same Day,Consumer,East,Baltimore,Furniture,Furniture,Bush Advantage Collection Desk,10001.7,10,0.2,1042.41,10.42
CA-2023-01476,2023-07-05,2023-07-12,First Class,Consumer,West,San Francisco,Technology,Technology,Logitech MK710 Keyboard,940.52,2,0.2,117.99,12.55
CA-2023-01477,2023-07-01,2023-07-04,First Class,Home Office,West,Los Angeles,Technology,Technology,"Samsung Monitor 27""",9036.16,4,0.2,1275.79,14.12
CA-2023-01478,2023-07-23,2023-07-29,First Class,Consumer,East,Baltimore,Office Supplies,Office Supplies,Fellowes PB500 Binder,116.1,1,0.2,38.45,33.12
CA-2023-01479,2023-08-09,2023-08-10,First Class,Home Office,West,San Francisco,Office Supplies,Office Supplies,Fiskars Scissors,1585.2,8,0.1,240.42,15.17
CA-2023-01480,2023-08-10,2023-08-17,First Class,Consumer,Central,Minneapolis,Office Supplies,Office Supplies,Ibico EPK-21 Binding System,512.33,7,0.3,115.86,22.61
CA-2023-01481,2023-08-07,2023-08-12,First Class,Consumer,East,Baltimore,Furniture,Furniture,Sauder Classic Bookcase,5663.76,8,0,549.37,9.7
CA-2023-01482,2023-08-12,2023-08-18,Standard Class,Corporate,East,Washington DC,Office Supplies,Office Supplies,Ibico EPK-21 Binding System,659.04,6,0.2,138.71,21.05
CA-2023-01483,2023-08-18,2023-08-21,Standard Class,Consumer,Central,Kansas City,Office Supplies,Office Supplies,Ibico EPK-21 Binding System,199.0,4,0.3,65.56,32.94
CA-2023-01484,2023-08-28,2023-09-03,First Class,Corporate,Central,Indianapolis,Office Supplies,Office Supplies,Fiskars Scissors,512.44,4,0.1,135.58,26.46
CA-2023-01485,2023-08-19,2023-08-24,Second Class,Home Office,East,Boston,Technology,Technology,Motorola Smart Phone,10433.48,4,0.3,1574.41,15.09
CA-2023-01486,2023-08-06,2023-08-09,First Class,Consumer,East,Boston,Furniture,Furniture,Lesro Sheffield Chair,1408.44,2,0,163.22,11.59
CA-2023-01487,2023-08-14,2023-08-18,First Class,Home Office,South,Miami,Office Supplies,Office Supplies,Staple envelope,678.45,5,0.3,228.47,33.68
CA-2023-01488,2023-08-01,2023-08-08,Second Class,Consumer,West,San Francisco,Technology,Technology,Motorola Smart Phone,19083.0,10,0.2,3445.64,18.06
CA-2023-01489,2023-08-05,2023-08-10,Same Day,Corporate,West,Los Angeles,Technology,Technology,"Samsung Monitor 27""",14859.8,10,0,2748.42,18.5
CA-2023-01490,2023-08-14,2023-08-21,Second Class,Home Office,East,Boston,Technology,Technology,Canon imageCLASS Copier,2787.49,1,0,599.37,21.5
CA-2023-01491,2023-08-28,2023-09-02,Same Day,Corporate,Central,Chicago,Technology,Technology,"Samsung Monitor 27""",16883.28,8,0,3489.39,20.67
CA-2023-01492,2023-08-24,2023-08-27,Standard Class,Home Office,Central,Indianapolis,Office Supplies,Office Supplies,Dixon Ticonderoga Pencils,1297.73,7,0.2,387.36,29.85
CA-2023-01493,2023-08-08,2023-08-13,Standard Class,Corporate,East,Washington DC,Furniture,Furniture,HON 5400 Series Task Chair,4707.72,9,0.2,465.19,9.88
CA-2023-01494,2023-08-25,2023-09-01,Second Class,Consumer,West,Phoenix,Furniture,Furniture,Bush Advantage Collection Desk,2983.55,5,0.2,220.18,7.38
CA-2023-01495,2023-08-04,2023-08-06,Same Day,Corporate,East,Washington DC,Technology,Technology,Belkin USB Hub,28228.5,10,0,5352.45,18.96
CA-2023-01496,2023-08-23,2023-08-25,Second Class,Home Office,East,New York,Technology,Technology,Lenovo ThinkPad,3256.08,8,0.3,496.25,15.24
CA-2023-01497,2023-08-21,2023-08-24,Second Class,Home Office,Central,Chicago,Technology,Technology,"Samsung Monitor 27""",3285.76,2,0.2,520.49,15.84
CA-2023-01498,2023-08-11,2023-08-16,Same Day,Consumer,East,Washington DC,Technology,Technology,Motorola Smart Phone,1836.15,3,0.3,246.89,13.45
CA-2023-01499,2023-08-04,2023-08-06,Same Day,Corporate,West,Phoenix,Technology,Technology,Motorola Smart Phone,640.28,4,0,125.84,19.65
CA-2023-01500,2023-08-16,2023-08-18,Standard Class,Corporate,South,Charlotte,Office Supplies,Office Supplies,Fiskars Scissors,714.84,4,0.1,175.24,24.51
CA-2023-01501,2023-09-20,2023-09-26,Standard Class,Consumer,East,Boston,Office Supplies,Office Supplies,Acco Binder,2222.46,9,0,425.66,19.15
CA-2023-01502,2023-09-22,2023-09-27,Same Day,Consumer,Central,Chicago,Technology,Technology,Canon imageCLASS Copier,10005.6,10,0,2121.57,21.2
CA-2023-01503,2023-09-22,2023-09-28,First Class,Home Office,South,Miami,Furniture,Furniture,Lesro Sheffield Chair,7209.6,10,0.1,612.63,8.5
CA-2023-01504,2023-09-12,2023-09-16,Same Day,Corporate,South,Houston,Office Supplies,Office Supplies,Staple envelope,457.48,2,0,145.78,31.87
CA-2023-01505,2023-09-17,2023-09-19,Standard Class,Home Office,West,Seattle,Technology,Technology,HP LaserJet Pro,7577.4,4,0.3,992.11,13.09
CA-2023-01506,2023-09-14,2023-09-19,Second Class,Corporate,East,Baltimore,Office Supplies,Office Supplies,Acco Binder,489.6,6,0.2,129.76,26.5
CA-2023-01507,2023-09-16,2023-09-23,Standard Class,Consumer,Central,Kansas City,Furniture,Furniture,Chromcraft Bull-Nose Table,3209.1,3,0,188.11,5.86
CA-2023-01508,2023-09-24,2023-10-01,First Class,Consumer,West,Phoenix,Furniture,Furniture,Eldon Fold N Roll Cart,3902.04,4,0.1,467.93,11.99
CA-2023-01509,2023-09-23,2023-09-26,First Class,Home Office,East,Boston,Technology,Technology,Apple Smart Phone Full Size,12010.3,5,0.2,1810.88,15.08
CA-2023-01510,2023-09-13,2023-09-19,First Class,Consumer,Central,Chicago,Office Supplies,Office Supplies,Staple envelope,1867.2,10,0,290.95,15.58
